Word,Count
mouse,126
them,126
setting,125
custom,124
objects,124
empty,124
because,124
see,123
text,122
since,122
change,121
Handle,120
node,120
handle,119
+,118
Deferred,118
you,118
expression,117
style,117
TODO:,115
arguments,115
prevent,115
internal,115
height,115
end,114
<summary>Selects,114
always,113
browser,113
their,112
display,112
),112
here,112
does,112
based,112
behavior,112
Default,111
next,110
removed,110
month,110
functions,109
day,108
script,107
format,107
out,107
long,106
work,106
disabled,106
year,105
tests,105
same,103
special,102
page,101
types,101
how,101
ready,98
filter,98
pass,97
\type="\String"\>\,97
incorrect,97
throw,97
lost,97
For,97
against,96
generated,96
needed,96
handler.</param>,96
such,95
some,95
state,94
bug,93
being,93
See,93
dataType,93
back,93
correct,93
determining,93
against.</param>,93
around,93
done,92
without,92
stop,91
Safari,91
still,90
WARNING,90
\function,\,90
items,90
absolute,90
copy,90
width,90
boolean,90
triggered,89
otherwise,89
optional,89
executed,89
make,88
within,88
under,88
<summary>Remove,87
way,87
click,87
elements.</param>,87
Firefox,86
regenerated,86
right,86
provided,86
allow,86
</auto-generated>,86
Changes,86
over,86
tool,86
<auto-generated>,86
focus,85
undefined,85
css,85
these,85
<summary>Get,84
set.</param>,84
key,84
button,84
&,83
following,83
\object,\,82
want,82
last,82
actual,81
must,81
Save,81
\name="\callback"\\,81
\name="\eventData"\\,81
null,81
show,79
old,79
fix,79
arrays,78
either,78
(,78
Ajax,78
scroll,78
files,77
instance,77
existing,76
Return,76
matches,76
fragment,76
run,75
True,75
\type="\Number"\>A\,75
<summary>Set,75
error,74
hide,74
attached,74
&#10;,73
0,73
won't,72
every,72
\type="\String"\>An\,72
Copyright,72
multiple,71
Adjust,71
isn't,71
positioned,71
\type="\Boolean"\\,71
&#10;1,71
&#10;2,71
Don't,70
possible,70
version,70
html5,70
they,70
size,70
create,70
added,70
Boolean,70
\name="\data"\\,69
than,69
insert,69
methods,68
Call,68
single,68
can't,68
WebKit,67
results,67
checked,66
our,66
start,66
form,65
division,65
\name="\value"\\,65
uses,65
placeholder,65
\type="\Function"\>\,65
directly,65
months,65
try,65
space-separated,65
gets,64
|,63
memory,63
\string,\,63
selection,63
\name="\duration"\\,63
now,62
user,62
container,62
collection,62
1,62
body,62
left,62
most,61
\functions,\,61
allows,61
children,61
complete,61
Callback,61
Opera,61
normalize,61
determine,61
week,60
LocationDesc,60
easing,60
sortable,60
LocationID,60
Role,60
run.</param>,60
element.</param>,60
inline,60
LoginID,60
opacity,60
@return,60
ServerName,60
2,60
complete.</param>,60
find,59
like,59
fire,59
step,59
window,59
response,59
classes,59
changed,58
contents,58
header,58
strings,58
including,57
exception,57
<summary>Add,57
browsers,56
{,56
requests,56
All,56
(IE,56
borders,56
valid,56
ID,56
hook,56
standard,56
Animate,55
datepicker,55
supports,55
Mode,55
until,55
Restore,55
object.</summary>,54
additional,54
Receives,54
onto,54
currently,54
\type="\String"\>The\,54
\name="\element"\\,54
object.</param>,54
second,53
two,53
url,53
feature,53
certain,53
\type,\,53
actually,52
Show,52
Determine,52
An,52
div,52
Update,52
plain,52
longer,52
causes,51
available,51
above,51
disconnected,51
computed,51
integer,51
both,51
fired,50
Object,50
Reporting,50
draggable,50
link,50
***,50
child,50
even,50
Required,50
testing,50
native,50
URL,50
scripts,50
days,50
subject,50
exists,50
telerik,50
drag,50
span,50
constructor,49
skip,49
\type="\Object"\>\,49
Do,49
handling,48
returning,48
\type="\Boolean"\>A\,48
<summary>Attach,48
Hide,48
Attach,48
transport,48
Bind,47
wrap,47
your,47
ensure,47
optionally,47
Reset,46
length,46
cloned,46
beginning,46
Apply,46
leading,46
necessary,46
continue,46
Convert,46
created,46
\null,\,46
Webkit,46
styles,46
Cache,46
firing,46
previous,46
throws,46
\"\click"\\,46
below,46
hash,46
manager,45
//,45
shived,45
server,45
terms,45
update,45
(optional),45
\type="\Function"\>The\,45
highlight,45
offsetParent's,45
event.</summary>,45
restore,45
\name="\function(index,\,45
Date,45
deep,45
structure,45
plugins,45
scaling,45
href,45
associated,45
reset,45
selectable,45
\name="\easing"\\,44
TEXT,44
loop,44
html,44
defaults,44
NUGET:,44
Defaults,44
needs,44
LICENSE,44
store,43
Fixes,43
contains,43
filtered,43
returned,43
indicate,43
\type="\Object"\\,43
search,43
matching,43
itself,43
refers,43
loading,42
sent,42
animations,42
progress,42
merge,42
sibling,42
unless,42
properly,42
hidden,41
expando,41
2012,41
would,41
never,41
extra,41
3,41
append,41
margins,41
clone,41
starting,41
(offset,40
***//,40
convert,40
deprecated,40
<,40
later,40
attach,40
border),40
Generate,40
seed,40
****************************************************************************,40
AlertBox,40
via,40
:,40
Relative,40
information,40
active,40
fails,40
@memberOf,40
Half,40
dialog,40
ctrl,40
cases,40
wrapper,40
Within,40
about,40
Shift,40
those,40
nodes:,40
marker,40
Wrapper,40
cannot,40
expected,39
comment,39
point,39
headers,39
another,39
include,39
visible,39
works,39
corresponding,39
specific,39
order,38
switch,38
It,38
unique,38
nothing,38
\types,\,38
Ensure,38
effects,38
anything,38
\content,\,38
select,38
nor,38
RedirectUrl,38
root,38
submit,38
\type="\Number"\\,38
included,38
Avoid,37
inserted,37
license,37
prevents,37
presence,37
catch,37
supported,37
least,37
leaks,37
coordinates,37
own,37
space,37
prefixed,37
query,37
handler(eventObject)),36
<summary>Determine,36
<summary>Display,36
table,36
\type="\Object"\>An\,36
fake,36
reference,36
\type="\Deferred"\\,36
<summary>Insert,36
fixed,36
take,36
us,36
\type="\Element"\>A\,36
elem,36
auto,36
cloning,36
element's,36
<summary>The,36
give,35
might,35
containers,35
\"\\,35
contain,35
Find,35
Used,35
simple,35
invalid,35
resolve,35
characters,35
(c),35
ownerDocument,35
disable,35
IE6/7,35
force,35
8,35
widget,35
go,35
IE8,35
Includes,35
Returns,35
changes,35
These,35
Animation,35
\name="\fn"\\,34
know,34
selectors,34
\type="\String"\\,34
found,34
\name="\context"\\,34
As,34
appended,34
top,34
siblings,34
&#10;3,34
upon,33
\Otherwise,\,33
\name="\eventType"\\,33
fragments,33
full,33
border,33
fallback,33
moved,33
delete,33
String,33
purpose,33
className,33
transition.</param>,33
Try,33
well,33
innerHTML,33
plugin,33
\value,\,33
(or,33
shortcut,33
MIT,32
\name="\obj"\\,32
resolved,32
Is,32
abort,32
\handler,\,32
whole,32
named,32
future,32
hooks,32
Prevent,32
Can,32
calls,32
immediately,32
mode,32
\type="\Array"\\,32
bound,32
e.g,32
speed,31
parameter,31
per,31
End,31
quoted,31
\0,\,31
issues,31
(no,31
between,31
unquoted,31
Display,31
edge,31
Trigger,31
},31
getting,31
Keep,31
character,31
(if,31
filters,31
\fx,\,30
copied,30
Look,30
command,30
layout,30
defined,30
\type="\Array"\>An\,30
problem,30
{Document},30
@type,30
\property,\,30
local,30
moving,30
name.</param>,30
outside,30
AMD,30
4,30
@returns,30
load,30
ignore,30
showing,30
bubbling,30
\type="\Object"\>The\,30
Modernizr,30
HTML5,30
dates,30
props,30
Chrome,30
\"\*"\\,30
<summary>Accepts,30
IE6,30
promise,30
HANDLE:,30
queue.</param>,30
dragging,30
droppable,30
month/year,30
positive,30
too,30
curCSS,30
Run,30
JS,29
Store,29
variables,29
],29
generates,29
\name="\target"\\,29
jQuery.Event,29
Fix,29
doing,29
makes,29
extend,29
descendants,28
release,28
Event,28
inside,28
executing,28
In,28
Blackberry,28
range,28
\parameter,\,28
pairs,28
stack,28
parameters,28
..,28
\true,\,28
assume,27
offsets,27
Otherwise,27
<summary>Reduce,27
fail,27
many,27
something,27
clicked,27
formatting,27
\name="\events"\\,27
safe,27
preceding,27
padding,27
XML,27
rather,27
early,27
modified,27
nested,27
accessing,27
selector.</summary>,27
\type="\Number"\>An\,27
Paul,27
xhr,27
Abort,27
indicates,26
&&,26
When,26
what,26
\node,\,26
going,26
put,26
usage,26
\set,\,26
off,26
regex,26
counter,26
issue,26
object),26
were,26
6,26
whitespace,26
remote,26
incorrectly,26
process,26
correctly,26
aren't,26
lowercase,26
handles,26
animate,26
entry,26
Serialize,26
jump,25
===,25
z-index,25
droppables,25
care,25
dialogs,25
core,25
\provided,\,25
shouldn't,25
digit),25
UA,25
expose,25
represent,25
keep,25
provide,25
camelCase,25
refresh,25
color,25
actions,25
textBox1,25
positions,25
shiv,25
editor,25
JSON,25
initial,25
Sunday,25
touching,25
\namespaces,\,25
rows,25
Summary,25
Click,25
Sizzle,25
API,25
anyway,25
descendant,25
overflow,25
UI,25
fields,25
ticket,25
min,25
tabs,25
sole,25
flag,25
mouseup,25
\droppables,\,25
margin-right,25
screen,25
Start,25
InitializeComponent,25
cursor,25
namespace,25
keys,25
identifier,25
menu,25
overlay,25
scrolling,25
pseudos,25
IE6-8,25
detail,25
track,25
description,25
piece,24
generic,24
and/or,24
Diego,24
Go,24
\name="\attribute"\\,24
\name="\jQuery\,24
detection,24
rejected.</param>,24
Note,24
selector.</param>,24
Setting,24
\name="\content"\\,24
\object"\\,24
<summary>Check,24
\name="\queueName"\\,24
1.4,24
false.</param>,24
(as,24
timeout,24
rights,23
\parent,\,23
final,23
tree,23
numbers,23
\omitted,\,23
previously,23
fn,23
variable,23
\type="\Number"\>\,23
none,23
bar,23
representing,23
HTTP,23
alternate,23
textBox2,23
granted,22
textBox7,22
licenses,22
Insofar,22
product,22
separated,22
shift,22
grants,22
iteration,22
notices,22
Allow,22
thereunder,22
textBox4,22
END,22
\Microsoft,\,22
textBox6,22
\false,\,22
statusText,22
licensed,22
automatically,22
1.3.2,22
enabled,22
Retrieve,22
either:,22
init,22
execution,22
purposes,22
offsetParent,22
dual,22
paragraph,22
dataTypes,22
id,22
estoppel,22
product's,22
textBox5,22
\GPL,\,22
BEGIN,22
specifying,22
clear,22
terms;,22
calculation,22
reserves,22
clicks,22
expressly,22
GPL,22
Remember,22
working,22
margin,22
interacting,22
common,22
\implication,\,22
online,22
applicable,22
(i),22
removing,22
textBox3,22
distributes,22
toggle,22
queued,22
(ii),22
neither,22
forced,22
took,22
licensing,22
\service,\,22
website,22
informational,22
errors,22
val,21
main,21
1:,21
former,21
Extract,21
(which,21
instantiation,21
could,21
whose,21
\name="\args"\\,21
string.</param>,21
\values,\,21
window),21
\type="\String"\>One\,21
&#10;2:,21
leaves,21
\type="\jQuery"\>A\,21
else,21
place,21
content-type,21
ajaxSettings,21
\unfortunately,\,21
No,21
everything,21
line,21
1.1,21
naming,21
sliding,21
obj,21
Because,21
try/catch,21
\text,\,21
path,21
\strings,\,21
parsing,21
2.1,21
names.</param>,21
request.</summary>,21
\this,\,21
\name="\url"\\,21
Match,21
Test,21
Take,21
word,21
popup,20
shape1,20
element(s),20
attempt,20
Override,20
requested,20
\disabled,\,20
*****************************,20
slide,20
>>mq,20
y,20
--------------------------------------------------------------------------,20
media,20
fixes,20
helpers,20
\not,\,20
checks,20
>>cssclasses,20
http://opensource.org/licenses/MIT,20
versions,20
followed,20
Position,20
string[12],20
>>prefixes,20
\sortable,\,20
means,20
got,20
numeric,20
IE),20
reports,20
overwrite,20
shape2,20
assembly,20
converted,20
>>domprefixes,20
syntax,20
scale,20
maximum,20
2),20
proxy,20
@private,20
labels,20
times,20
Post,20
modal,20
Parse,20
zero,20
Format,20
we've,20
{Object},20
abbreviated,20
getComputedStyle,20
creating,20
string[7],20
vendor,20
trimmed,20
calculate,20
includes,20
inform,20
1),20
draggables,20
Execute,20
\name="\name"\\,20
box,20
displayed,20
>>testallprops,20
positioning,20
From,20
sorting,20
creates,20
functionality,20
present,20
sizing,20
workaround,20
Left,20
>>testprop,20
(relative,20
axis,20
detect,20
minus,20
takes,20
revert,20
\first,\,20
matchers,20
appropriate,20
seems,20
due,20
blur,20
>>teststyles,20
\instance,\,20
SVG,20
Some,20
Right,20
calculated,20
recalculated,20
var,20
enough,20
iframe,20
leave,20
Licensed,20
Bug,20
catchall,20
yet,20
>>webforms,20
xml,20
7,20
direction,20
#5003),20
hack,20
public,20
dealing,20
Define,20
desired,20
Perini,20
containment,20
XMLHttpRequest,20
wrapped,20
Filter,20
inputs,20
\browsers,\,20
delegated,20
instances,20
>>hasevent,20
links,20
element),20
things,20
(not,19
pageHeaderSection1,19
along,19
Build,19
Foundation,19
tag,19
depending,19
Number,19
pageFooterSection1,19
access,19
duplicates,19
textBox9,18
Sets,18
\type="\Object"\>Object\,18
features,18
\name="\filter"\\,18
resolved.</param>,18
invoked.</param>,18
resulting,18
document.</summary>,18
\in,\,18
\type="\Array"\>The\,18
arguments.</param>,18
delay,18
<summary>Hide,18
\item,\,18
textBox8,18
\events,\,18
\header,\,18
allowed,18
replace,18
jQuery.data,18
textBox12,18
callback),18
Insert,18
improve,18
shorthand,18
Status-dependent,18
<=,18
motion.</summary>,18
ifModified,18
\type="\jqXHR"\\,18
\type="\Element"\>The\,18
\[,\,18
args.</summary>,18
Event.</summary>,18
inject,18
<summary>Execute,18
<summary>Select,18
Speed-up:,18
\name,\,18
\name="\function(index)"\\,18
serialized,18
accordingly,17
parentNode,17
serialization,17
unknown,17
Append,17
#6963,17
prop,17
back-compat,17
timestamp,17
reject,17
->,17
behaviors,17
incoming,17
sqlDataSource1,17
stored,17
First,17
\exists,\,17
deferred,17
short,17
4.6,17
base,17
others,17
GC,17
spaces,17
ancestor,17
attaching,17
key/value,17
encode,17
function's,17
push,17
ever,17
\type="\Promise"\\,17
Internal,17
\undefined,\,17
Determines,16
equal,16
textBox14,16
indexes,16
had,16
exist,16
frame,16
small,16
handled,16
pending,16
\1,\,16
anonymous,16
aspect,16
More,16
saving,16
enters,16
ancestors,16
exceptions,16
let,16
hit,16
Thanks,16
requesting,16
ret,16
Mobile,16
\data,\,16
little,16
ones,16
Fallback,16
pull,16
marked,16
trying,16
Support,16
textBox15,16
readyState,16
Detach,16
reflect,16
spec,16
(such,16
status,16
save,16
did,16
anymore,16
textBox11,16
Put,16
\class,\,16
retrieve,16
Copy,16
parseFloat,16
Array,16
down,16
textBox10,16
object;,16
Install,16
\type="\jQuery"\>\,16
individual,16
shape3,16
IE's,16
build,16
\,\,16
prevented,16
action,16
Document,16
explicitly,16
ReportViewer1,16
Last,16
IE6-7,16
\window,\,16
reuse,16
Explorer,16
look,16
Move,16
textBox13,16
Internet,16
info,16
caused,16
2.2,16
\otherwise,\,16
Events,16
unbind,16
iframes,16
cross-domain,16
cached,16
defaultChecked,16
bind,16
processing,16
escape,15
dimension,15
double,15
ddmanager,15
date(s),15
arguments.</summary>,15
Bail,15
hold,15
They,15
that's,15
Ignore,15
variant,15
\"\"\\,15
checkbox,15
autocomplete,15
cell,15
#7043),15
anchor,15
\name="\index"\\,15
understands,15
Work,15
combinators,15
top/left,15
factor,15
converter,15
one),15
rejected.</summary>,15
\objects,\,15
sent.</param>,15
<html>,15
);,15
(so,15
\"\on"\\,15
\attributes,\,15
(WebKit,15
1.4.3,15
Windows,15
trailing,15
image,15
Node,15
2.0,15
earlier,15
\document,\,15
cells,15
We're,15
transition,15
tokens,15
prototype,15
symbol,15
drop,15
static,15
tree.</summary>,15
converters,15
\name="\className"\\,15
initializing,15
traditional,15
checkbox/radio,15
unmatched,15
positives,15
looking,15
explicit,15
scrollTop,15
matcher,15
Compat,15
\test,\,15
\css,\,15
leak,15
context),15
today,15
you're,15
getAttribute,15
\type="\Element"\\,15
xhrs,15
<summary>Returns,15
internally,15
delegates,15
mapped,15
(two,15
\type="\String"\>Any\,15
excess,15
doubled,15
conditions,15
\name="\propertyName"\\,15
instead),15
<summary>Wrap,15
<1.4.3,15
hover,15
basic,15
percent,15
1.7.2,15
synchronously,15
close,15
UNSELECTING,15
Action,15
appears,15
Calculate,15
here:,15
::,15
zIndex,15
apply,15
block,15
\width,\,15
passing,15
unselectable,15
prev,15
origin,15
domain,15
\curCSS,\,15
IE9,15
latest,15
module,15
applied,15
ignored,15
\point,\,15
removed.</param>,15
ESR,15
intersect,15
wants,15
preexisting,15
act,15
problems,15
literal,15
very,15
related,15
Prepare,15
\name="\type"\\,15
we'll,15
queries,15
Note:,15
\months,\,15
delegate,15
during,15
json,15
x,15
\jqXHR)"\\,15
Top,15
inline-block,15
stuff,15
<1.8,15
IE6-9,15
reliable,15
matchesSelector,15
negative,15
adjust,15
`html5`,15
cssText,15
horizontal,15
aligned,15
group,15
parent.</summary>,15
**********************************,15
Scale,15
require,15
while,15
Can't,15
dequeue,15
distance,15
originally,15
radio,15
live,15
Bottom,15
max,15
adds,15
\module,\,15
define,15
delegation,15
support:,15
1.9,15
see:,15
except,15
Dean,15
ALL,15
become,15
Where,15
nodeName,15
removes,15
happen,15
==,15
9,15
tab..,15
List,15
Vertical,15
(in,15
colors,15
ajax,15
1.8+,15
pixels,15
Function,15
\max,\,15
compute,15
xn-component,15
\date,\,15
\type="\Function"\>An\,15
comes,15
begin,15
offsetWidth/Height,15
years,15
data:,15
this),15
didn't,15
WebOS,15
`createElement`,15
textBox16,14
-1,14
\left,\,14
Selector,14
preventing,14
\name="\"\\,14
Alex,14
event.data,14
closest,14
parents,14
fading,14
animating,14
becomes,14
odd,14
http://jquery.org/license,14
scope,14
By,14
intended,14
textBox18,14
accept,14
\Irish,\,14
textBox17,14
exactly,14
reaches,14
\padding,\,14
\Ates,\,14
iterate,14
Faruk,14
adapted,14
calling,13
Gets,13
copies,13
\script,\,13
\textStatus,\,13
render,13
result,13
view,13
measure,13
progressing,13
different,13
asked,13
override,13
\input,\,13
pointer,13
simply,13
contained,13
unit,13
class's,13
[[Class]],13
arbitrary,13
\type="\Boolean"\>\,13
comparison,13
supplied,13
retrieved,13
test.</summary>,12
Subtract,12
\element(s),\,12
anti-cache,12
<summary>A,12
<tbody>,12
contributors;,12
Actual,12
\type="\Integer"\\,12
list.</param>,12
\name="\failCallbacks"\\,12
<summary>Register,12
Verify,12
Version,12
finished,12
<summary>Takes,12
[,12
\cache,\,12
succeeds.</param>,12
\name="\events-map"\\,12
0-based,12
them.</param>,12
parameter.</param>,12
\argument,\,12
If-None-Match,12
target.</summary>,12
GET,12
among,12
Flag,12
\name="\array"\\,12
\types-Object,\,12
\type="\Object"\>Optional\,12
\type="\jQuery"\>One\,12
properties),12
\"\your\,12
dataTypeExpression,12
\type="\Element"\>An\,12
key:,12
\array,\,12
executable,12
Initialize,12
in.</param>,12
<summary>Call,12
\name="\elements"\\,12
Flatten,12
cloneNode,12
\name="\doneCallbacks"\\,12
\IE,\,12
Locate,12
shape4,12
array.</summary>,12
Mark,12
specify,12
(IE),12
filtering,12
data.</param>,12
dispatched,12
message,12
unprefixed,12
properties.</summary>,12
replacing,12
Callbacks,12
for.</param>,12
\name="\object"\\,12
\snippet,\,12
\type="\Anything"\>Data\,12
get/set,12
\name="\handler(event,\,12
sentinel,12
Creates,12
occurs,12
<summary>Load,12
fn],12
Clear,12
master,12
\expression,\,12
deferreds,12
fx,12
If-Modified-Since,12
\$(expr,\,12
Context,12
deferred[,12
<summary>Manipulate,12
recursively,12
<summary>Perform,12
normal,12
<summary>Return,12
guid,12
(we,12
\"\unload"\\,12
<summary>Create,12
OR,12
submit.</param>,12
argument.</summary>,12
parse,12
omitted,12
jqXHR,12
\type="\Array"\>\,11
documentElement,11
removal,11
chaining,11
Loop,11
count,11
Empty,11
conditional,11
protocol,11
param,11
IE6/8,11
equivalent,11
Logic,11
#id,11
forcing,11
4.7,11
Revert,11
away,11
\name="\speed"\\,11
null;,11
wait,11
causing,11
batch,11
approach,11
Treat,11
occur,11
remaining,11
doc,11
\good,\,11
Standard,11
jquery,11
See:,11
\type="\Function"\\,11
cacheable,11
null/undefined,11
runs,11
emptied,11
destination,11
waiting,11
help,11
treated,11
v1.8.2,11
checkboxes,11
object's,11
treat,11
shallow,11
representation,11
AJAX,11
lines,11
params,11
adding,11
Stop,11
Force,11
attachEvent,11
note:,11
name(s),11
\so,\,11
\Safari,\,11
older,11
String-formatted,11
Cloning,11
Dereference,11
wasn't,11
detachEvent,11
part,11
\list,\,11
fetch,11
logic,11
operations,11
destroyed,11
lot,11
bare,11
IE7,11
Not,11
manipulation,11
#3838,11
destroy,11
simulate,11
Will,11
Released,11
Fire,11
advance,11
\First,\,11
Using,11
\available,\,11
discussion:,11
http://sizzlejs.com/,11
asynchronous,11
receives,11
aborted,11
quickly,11
greatest,11
already-created,11
\"\normal"\\,11
\state,\,11
cache;,11
RegExp,11
listener,11
offset[Width/Height],11
come,11
5/8/2012,11
jQuery's,11
\client[Width/Height],\,11
yield,11
\attribute,\,11
(and,11
Object-formatted,11
value),11
configure,11
\action,\,11
https://github.com/jquery/jquery/pull/764,11
One,11
across,11
prefilters,11
caller,11
declared,11
together,11
loses,11
\fails,\,11
previously-stored,11
\only,\,11
Fake,11
scroll[Width/Height],11
NaN,11
\type="\boolean"\\,11
Either,11
provided),11
separate,11
whichever,11
\name="\until"\\,11
consider,11
\nodes,\,11
fires,10
blank,10
\start,\,10
retrieving,10
vertical,10
\jquery.ui.draggable.js,\,10
writable,10
clip,10
backCompat,10
vendor-specific,10
submitted,10
changing,10
according,10
Pop-up,10
Normalize,10
break,10
detached,10
elem),10
loader,10
reduce,10
5,10
accepted,10
check/radio,10
non-auto,10
scalar,10
node.js,10
granular,10
HTML5's,10
sign,10
\jquery.ui.core.js,\,10
options:,10
outerWidth,10
Deferred),10
investigates,10
\namespace,\,10
calculating,10
What's,10
\"\b"\\,10
\jquery.effects.blind.js,\,10
unload,10
expand,10
cast,10
\jquery.ui.slider.js,\,10
\out,\,10
\"\submit,"\\,10
alpha,10
args,10
generate,10
outerHTML,10
concatenated,10
\context,\,10
\absolute,\,10
sortable's,10
\value"\\,10
crash,10
mousedown,10
IE6/7/8/9,10
seeing,10
RFC,10
interaction,10
\jquery.effects.bounce.js,\,10
dragged,10
box-sizing,10
compat,10
\yet,\,10
prefix,10
tolerating,10
slider,10
back/forward,10
\jquery.effects.fade.js,\,10
completes,10
weird,10
quick,10
(Date),10
occurrences,10
\"\filter:"\\,10
\DOM,\,10
\jquery.ui.sortable.js,\,10
cssHook,10
\domElement="\true"\>\,10
emptiness,10
\window.onload,\,10
\margin,\,10
Horizontal,10
approximation,10
sub-fields,10
Compute,10
\jquery.ui.autocomplete.js,\,10
Gecko,10
show/hide,10
trimming,10
invoked,10
jsonp,10
:active,10
missing,10
\jquery.effects.highlight.js,\,10
exact,10
duplicate,10
switching,10
\here,\,10
lose,10
monthNamesShort,10
capturing,10
existence,10
\jquery.ui.resizable.js,\,10
There's,10
non-standard,10
triggers,10
tokenize,10
comprehensive,10
implement,10
block-level,10
unchanged,10
Construct,10
\"\url("\\,10
clearType,10
applies,10
Since,10
http://www.w3.org/TR/2011/REC-css3-selectors-20110929/#checked,10
\maintainer,\,10
prev/next,10
border-box,10
requires,10
chain,10
constraining,10
falls,10
modules,10
2012-09-28,10
occurred,10
COMMAND,10
implemented,10
+1,10
parent's,10
rbuggyMatches,10
'cursorAt',10
deserialization,10
potentially,10
limit,10
pressing,10
>>smile,10
parameter;,10
Measurement,10
title,10
interface,10
>>shiv,10
{String},10
\century,\,10
dashed,10
closing,10
#5781,10
1.9pre,10
legit,10
\jquery.effects.slide.js,\,10
#,10
clean,10
maxZ,10
\Modernizr.load(),\,10
inconsistent,10
>>ns,10
Includes:,10
\style="\z-index:\,10
scrollbars,10
rgba(),10
greedy,10
resource,10
\to,\,10
Column,10
\before,\,10
\21),\,10
0),10
Passing,10
Accessing,10
Base,10
binding,10
||,10
defaultDate,10
Discard,10
\deprecated,\,10
Global,10
Surrounded,10
Tests,10
(a,10
\grid,\,10
v1.8.24,10
\'"\\,10
(for,10
contributors,10
(Chrome,10
.toggleClass(),10
tabbable,10
float,10
selected-by-default,10
\easing,\,10
Bounce,10
\jquery.effects.transfer.js,\,10
\happened,\,10
3),10
becoming,10
happened:,10
:-(,10
\xml,\,10
(vs,10
\drag,\,10
setAttribute,10
Recache,10
rules,10
recognized,10
Map,10
Null,10
13343,10
THEN,10
helper's,10
#7595,10
:checked,10
noConflict,10
no-scroll-else,10
\jquery.effects.shake.js,\,10
$(this.placeholder[0]).remove();,10
wrong,10
jsdom,10
shake,10
selects,10
Provide,10
Name,10
midnight,10
attempting,10
horizontally,10
\"\#"\\,10
Same,10
overridden,10
manual,10
drags,10
offsetHeight,10
\jquery.effects.fold.js,\,10
\jquery.effects.clip.js,\,10
y-component,10
spec:,10
pseudo,10
\"\good"\\,10
#4309),10
temporary,10
\jquery.ui.accordion.js,\,10
simulated,10
alt,10
+right,10
dynamic,10
comments,10
level,10
daylight,10
previously-attached,10
particular,10
\info,\,10
caching,10
right-to-left,10
\jquery.ui.position.js,\,10
giving,10
`src`,10
xml),10
true/false,10
Shivs,10
'NoScope',10
DocumentFragment,10
work),10
>,10
broken,10
donor,10
location,10
toggled,10
formats,10
maintained,10
enabled),10
Regex,10
http://dev.jquery.com/ticket/5781,10
draw,10
Detect,10
known,10
\internally,\,10
8601,10
prepend,10
behind,10
\found,\,10
default),10
regional,10
Sexton,10
dayNamesShort,10
http://dev.jqueryui.com/ticket/4669,10
Positional,10
Without,10
weekends,10
parts,10
CLASS,10
exception:,10
\used,\,10
in-case,10
\supported,\,10
5.0,10
forms,10
stylesheet,10
much,10
open,10
\jquery.ui.button.js,\,10
Ugly,10
proper,10
textBox19,10
textBox20,10
pageX/pageY,10
NOTE:,10
Let's,10
\{},\,10
\future,\,10
But,10
ANIMATIONS,10
background,10
>>input,10
keypress,10
Now,10
height/width,10
width/height,10
front,10
avoids,10
Ticket,10
dayNames,10
(do,10
detecting,10
buggy,10
normalized,10
+left,10
pop-up,10
